Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Quarter,Price_per_kWh,Range_per_kWh
2025,7,0,4,7894,8880,53104.28,120,678,802.82,1,11152,3,442.53566666666666,5.65
2019,6,1,0,1126,1171,72096.79,120,667,112.66,1,10866,2,600.8065833333333,5.558333333333334
2024,3,1,2,8148,8654,53118.96,82,483,590.32,2,11144,1,647.7921951219512,5.890243902439025
2020,3,3,4,12915,14450,63083.51,100,553,1071.3,2,14982,1,630.8351,5.53
2015,1,2,1,11446,12752,89289.4,100,588,1009.54,0,8925,1,892.8939999999999,5.88
2025,12,3,3,6293,6849,67797.67,82,461,435.16,0,8860,4,826.8008536585365,5.621951219512195
2017,4,1,1,17905,19292,103114.34,120,676,1815.57,2,7236,2,859.2861666666666,5.633333333333334
2017,9,2,4,11470,11834,119694.18,75,449,772.5,0,10794,3,1595.9224,5.986666666666666
2024,12,3,3,13738,14740,59411.99,120,677,1395.09,1,10949,4,495.0999166666667,5.641666666666667
2025,1,0,3,12017,12840,72979.06,82,457,823.77,2,5011,1,889.9885365853659,5.573170731707317
2021,4,3,0,9651,10024,111944.87,120,694,1004.67,1,5653,2,932.8739166666667,5.783333333333333
2018,12,2,0,12282,13313,110055.44,100,583,1074.06,1,8224,4,1100.5544,5.83
2024,9,0,1,11553,12716,77241.52,120,689,1194.0,2,14878,3,643.6793333333334,5.741666666666666
2018,4,2,3,13505,14142,56765.14,100,558,1130.37,0,14848,2,567.6514,5.58
2015,12,1,2,11116,12262,54748.59,60,339,565.25,2,11498,4,912.4765,5.65
2023,8,0,0,12453,13590,78824.74,60,344,642.57,1,7974,3,1313.7456666666667,5.733333333333333
2022,6,2,0,4608,4831,72308.81,120,686,474.16,0,10514,2,602.5734166666666,5.716666666666667
2025,11,1,3,7622,8449,63017.43,100,595,680.26,2,12934,4,630.1743,5.95
2024,6,2,3,6679,6837,110242.31,75,429,429.79,0,14004,2,1469.8974666666666,5.72
2023,9,1,2,6918,7421,74773.41,120,713,739.88,0,4990,3,623.11175,5.941666666666666
2022,1,0,4,9065,9932,94010.5,82,473,643.16,0,14836,1,1146.469512195122,5.7682926829268295
2019,5,1,2,14511,15227,98536.43,120,705,1534.54,0,6649,2,821.1369166666666,5.875
2016,12,1,0,8855,9679,64091.85,120,683,907.19,1,3473,4,534.09875,5.691666666666666
2018,12,0,0,14998,15151,112817.81,100,555,1248.58,1,6934,4,1128.1781,5.55
2025,11,2,4,15263,17269,109649.77,60,358,819.62,1,9976,4,1827.4961666666668,5.966666666666667
2017,8,2,0,14286,15301,100147.8,75,422,904.3,2,5427,3,1335.304,5.626666666666667
2025,3,0,1,12262,13318,106918.42,100,589,1083.35,2,13681,1,1069.1842,5.89
2020,1,2,4,9318,10366,98538.06,120,719,1004.95,2,6334,1,821.1505,5.991666666666666
2019,10,2,4,9541,9782,82247.1,60,339,485.16,1,3421,4,1370.785,5.65
2020,11,2,2,6085,6176,71674.23,60,349,318.55,0,10989,4,1194.5705,5.816666666666666
2025,12,1,2,11374,11433,82811.35,60,341,581.78,2,4642,4,1380.1891666666668,5.683333333333334
2021,5,1,3,12865,13825,108926.61,60,354,683.13,2,7926,2,1815.4435,5.9
2025,9,0,3,12084,13554,65151.02,75,442,801.17,1,7795,3,868.6802666666666,5.8933333333333335
2020,6,3,2,12434,12801,64947.62,100,583,1087.35,1,7860,2,649.4762000000001,5.83
2025,7,1,1,16165,17476,114908.59,60,357,865.64,1,9152,3,1915.1431666666665,5.95
2021,9,3,4,11828,12035,119010.09,120,678,1202.91,2,4563,3,991.7507499999999,5.65
2015,9,3,2,8924,9038,119781.2,120,690,923.63,2,10144,3,998.1766666666666,5.75
2022,2,3,0,10571,11285,50815.14,60,346,548.63,0,10938,1,846.919,5.766666666666667
2018,12,2,1,8351,9440,56169.41,75,441,552.42,0,13170,4,748.9254666666667,5.88
2025,9,1,3,6319,6848,110295.39,60,354,335.54,0,6384,3,1838.2565,5.9
2018,8,2,3,8863,9533,71853.28,120,685,910.67,2,10742,3,598.7773333333333,5.708333333333333
2022,12,2,0,13911,14029,118494.61,60,347,724.07,1,9683,4,1974.9101666666668,5.783333333333333
2022,11,3,0,10470,10759,70714.84,75,439,689.45,2,4011,4,942.8645333333333,5.8533333333333335
2024,3,3,2,3907,4416,80241.74,82,484,283.65,0,6160,1,978.5578048780488,5.902439024390244
2015,5,2,4,3622,3652,110530.57,60,354,192.33,1,14996,2,1842.1761666666669,5.9
2025,5,2,1,6902,7018,100871.84,120,716,741.27,2,10328,2,840.5986666666666,5.966666666666667
2016,1,0,4,10480,10885,82383.61,82,486,763.99,1,11726,1,1004.6781707317073,5.926829268292683
2015,6,3,4,7006,7585,89265.66,75,445,467.65,2,7841,2,1190.2088,5.933333333333334
2021,1,1,2,16493,17525,101147.53,100,576,1425.0,2,3890,1,1011.4753,5.76
2021,1,3,4,1385,1505,100007.13,75,446,92.66,1,11465,1,1333.4284,5.946666666666666
2021,11,1,4,9990,10820,89118.86,82,479,717.78,0,5129,4,1086.8153658536585,5.841463414634147
2017,6,1,1,5509,6002,110626.69,82,489,404.09,2,4270,2,1349.1059756097561,5.963414634146342
2017,8,1,3,7497,8021,55298.98,60,341,383.47,2,12642,3,921.6496666666667,5.683333333333334
2022,1,2,1,7772,8489,107963.03,75,418,487.3,1,10131,1,1439.5070666666666,5.573333333333333
2023,10,3,1,11636,12345,61678.68,120,661,1153.71,1,4600,4,513.989,5.508333333333334
2024,2,2,0,10257,11190,89536.89,120,711,1093.91,0,12859,1,746.14075,5.925
2016,9,3,4,15648,17137,61616.84,82,487,1143.09,0,8129,3,751.4248780487804,5.939024390243903
2019,10,0,0,12582,13593,77593.33,100,592,1117.28,1,8915,4,775.9333,5.92
2024,5,2,2,11919,13335,103069.04,60,357,638.26,1,3177,2,1717.8173333333332,5.95
2022,1,3,3,10780,11489,53141.67,60,357,577.27,2,8643,1,885.6945,5.95
2023,7,2,1,11920,13072,103025.69,60,333,595.4,2,12998,3,1717.0948333333333,5.55
2025,6,1,0,12027,12592,96555.42,120,710,1280.88,1,7324,2,804.6285,5.916666666666667
2016,11,0,3,15569,17489,110029.36,100,595,1389.53,1,8171,4,1100.2936,5.95
2024,8,3,1,8129,8264,100593.34,100,563,686.49,0,12840,3,1005.9334,5.63
2020,7,1,3,12980,14620,75352.71,100,583,1135.1,0,8649,3,753.5271,5.83
2023,7,1,0,8193,8455,50406.26,120,678,833.23,1,11987,3,420.05216666666666,5.65
2018,9,3,2,8643,9882,76367.35,60,340,440.79,2,3749,3,1272.7891666666667,5.666666666666667
2025,9,1,0,10381,11098,67623.16,75,426,663.35,0,12599,3,901.6421333333334,5.68
2017,8,3,4,9061,10138,54833.21,75,430,584.43,2,9728,3,731.1094666666667,5.733333333333333
2024,12,0,4,17324,19456,81581.48,82,475,1234.33,1,13746,4,994.8960975609756,5.7926829268292686
2025,3,1,2,13639,15599,80450.83,75,435,889.94,2,10995,1,1072.6777333333334,5.8
2022,6,1,3,14719,15739,88440.08,75,448,989.12,1,14983,2,1179.2010666666667,5.973333333333334
2016,2,3,3,4821,5380,59161.16,82,490,354.34,0,8445,1,721.4775609756098,5.975609756097561
2021,10,0,0,18256,20576,50667.73,100,570,1560.89,2,13886,4,506.67730000000006,5.7
2020,12,2,4,7133,8020,99275.57,120,716,766.08,0,7907,4,827.2964166666667,5.966666666666667
2024,2,2,4,12422,12757,100689.52,60,354,659.61,0,11149,1,1678.1586666666667,5.9
2023,3,1,0,7822,7970,89595.14,60,334,391.88,0,11457,1,1493.2523333333334,5.566666666666666
2022,7,3,3,9618,10791,116824.64,100,596,859.85,2,13911,3,1168.2464,5.96
2017,9,3,2,5641,5822,79739.56,75,446,377.38,0,9084,3,1063.1941333333334,5.946666666666666
2024,12,1,2,13871,14673,104537.29,60,351,730.31,1,3714,4,1742.2881666666665,5.85
2025,5,2,0,9413,10180,56933.95,82,464,655.14,2,3615,2,694.3164634146341,5.658536585365853
2023,2,2,0,4924,5240,56906.02,75,435,321.29,1,4724,1,758.7469333333333,5.8
2017,1,1,4,6923,7757,115045.96,75,427,443.42,2,13873,1,1533.9461333333334,5.693333333333333
2022,9,3,4,12817,13582,90597.75,120,716,1376.55,2,3825,3,754.98125,5.966666666666667
2022,3,0,0,1738,1822,83295.85,82,475,123.83,2,14831,1,1015.8030487804879,5.7926829268292686
2015,8,1,1,8920,9986,60494.22,100,561,750.62,1,11667,3,604.9422,5.61
2021,5,0,0,8270,8687,66413.88,100,574,712.05,1,9621,2,664.1388000000001,5.74
2023,4,1,1,8269,9395,75423.24,60,338,419.24,1,9008,2,1257.054,5.633333333333334
2020,9,1,0,4085,4224,114555.63,100,579,354.78,0,7559,3,1145.5563,5.79
2025,10,1,2,6234,7024,92150.8,60,343,320.74,2,7895,4,1535.8466666666668,5.716666666666667
2017,9,2,0,1599,1791,100057.01,75,434,104.09,2,3640,3,1334.0934666666667,5.786666666666667
2022,6,0,0,2877,3286,104403.01,60,338,145.86,1,13130,2,1740.0501666666667,5.633333333333334
2015,10,1,1,20240,21254,103963.85,75,416,1262.98,0,3901,4,1386.1846666666668,5.546666666666667
2019,10,1,3,10136,11624,85130.87,100,572,869.67,0,12041,4,851.3086999999999,5.72
2017,7,1,4,5659,6096,87488.77,60,340,288.61,2,7245,3,1458.1461666666667,5.666666666666667
2024,2,0,1,5081,5645,93939.03,60,341,259.89,2,4692,1,1565.6505,5.683333333333334
2023,1,0,2,11307,12268,88740.07,75,413,700.47,0,8631,1,1183.2009333333335,5.506666666666667
2015,10,2,3,8150,8565,100733.67,60,331,404.65,1,6783,4,1678.8944999999999,5.516666666666667
2024,9,1,3,12707,13306,89277.71,100,576,1097.88,0,12881,3,892.7771,5.76
2016,3,0,4,4663,5336,83848.2,75,442,309.16,1,9602,1,1117.9759999999999,5.8933333333333335
2018,3,1,1,8163,8605,78591.89,100,583,713.85,1,3680,1,785.9189,5.83
2016,9,3,2,8660,8899,112579.28,100,582,756.02,1,4825,3,1125.7928,5.82
2015,7,3,3,16092,17133,58930.62,100,564,1361.38,1,7356,3,589.3062,5.64
2015,11,3,3,8217,8736,101630.76,82,460,566.97,1,4325,4,1239.3995121951218,5.609756097560975
2018,6,2,2,4979,5264,108740.26,75,417,311.44,2,9068,2,1449.8701333333333,5.56
2024,7,0,0,13917,14312,88350.96,75,413,862.16,1,12170,3,1178.0128000000002,5.506666666666667
2020,12,2,0,13238,14552,82539.83,82,476,945.19,2,8395,4,1006.5832926829269,5.804878048780488
2022,3,0,4,6140,6345,100218.25,82,489,450.37,2,9333,1,1222.1737804878048,5.963414634146342
2022,1,2,2,12928,13924,108042.72,82,469,909.48,0,9850,1,1317.5941463414633,5.719512195121951
2022,2,1,3,6243,6550,100430.36,82,477,446.69,1,6993,1,1224.760487804878,5.817073170731708
2025,9,1,2,3139,3160,88476.88,120,688,323.94,1,14134,3,737.3073333333334,5.733333333333333
2019,10,0,4,10998,11172,85429.79,100,590,973.32,0,14233,4,854.2978999999999,5.9
2021,12,3,1,8179,8488,81791.72,75,426,522.64,1,14784,4,1090.5562666666667,5.68
2025,2,0,3,20012,20874,91474.05,75,423,1269.76,0,3665,1,1219.654,5.64
2022,4,2,0,5774,6197,81518.56,60,335,290.14,1,6691,2,1358.6426666666666,5.583333333333333
2018,7,0,0,9208,9785,75046.79,60,347,479.28,0,9907,3,1250.7798333333333,5.783333333333333
2021,8,1,0,8120,8360,72207.87,60,338,411.68,0,9370,3,1203.4644999999998,5.633333333333334
2024,6,1,3,8099,8458,110962.43,100,550,668.17,0,3252,2,1109.6243,5.5
2017,9,3,1,6860,7053,55388.02,75,438,450.7,0,7593,3,738.5069333333333,5.84
2015,1,3,1,9446,9528,110632.33,75,435,616.35,0,11496,1,1475.0977333333333,5.8
2024,1,3,2,12668,14186,59337.2,100,555,1054.61,0,14065,1,593.372,5.55
2017,11,2,4,7895,8875,61949.59,75,413,489.1,2,5453,4,825.9945333333333,5.506666666666667
2021,10,2,1,18542,19705,99990.72,120,711,1977.5,0,4856,4,833.256,5.925
2020,5,0,1,11711,13448,53832.15,82,465,816.84,0,8782,2,656.4896341463415,5.670731707317073
2025,6,2,4,6722,7395,100181.89,82,474,477.93,2,14504,2,1221.7303658536584,5.780487804878049
2021,5,3,2,15795,17652,81728.32,82,483,1144.35,0,13063,2,996.6868292682927,5.890243902439025
2022,9,0,4,6777,6917,117632.46,120,709,720.73,1,5453,3,980.2705000000001,5.908333333333333
2019,9,2,1,10505,10991,75810.76,120,706,1112.48,1,12731,3,631.7563333333333,5.883333333333334
2025,8,0,3,11494,12162,90336.06,100,591,1018.94,2,5260,3,903.3606,5.91
2021,10,0,1,8427,9515,54890.33,82,478,604.22,2,5073,4,669.3942682926829,5.829268292682927
2023,4,2,4,6542,7323,80221.3,82,469,460.23,1,9154,2,978.3085365853659,5.719512195121951
2017,10,3,4,8058,8608,96743.24,60,355,429.09,1,5036,4,1612.3873333333333,5.916666666666667
2017,11,3,4,11474,13004,76002.71,75,419,721.14,2,8872,4,1013.3694666666668,5.586666666666667
2020,3,2,3,8652,9846,90711.22,100,576,747.53,1,10156,1,907.1122,5.76
2016,4,2,3,9604,10742,71327.54,82,454,654.03,0,7835,2,869.8480487804877,5.536585365853658
2017,9,1,4,10381,10884,112854.34,60,356,554.35,1,6903,3,1880.9056666666665,5.933333333333334
2020,12,0,0,14908,16217,88333.13,75,436,974.98,1,6113,4,1177.7750666666668,5.8133333333333335
2021,2,2,0,10591,11638,93729.05,75,423,672.0,0,7536,1,1249.7206666666666,5.64
2017,12,1,0,8177,8522,117435.22,60,330,404.76,0,11592,4,1957.2536666666667,5.5
2020,5,3,3,7373,8436,106508.32,120,687,759.79,1,5683,2,887.5693333333334,5.725
2022,5,1,4,21772,23530,89555.17,60,358,1169.16,2,13826,2,1492.5861666666667,5.966666666666667
2019,1,0,3,6060,6093,53692.08,100,591,537.22,1,4415,1,536.9208,5.91
2020,6,1,1,4355,4949,94372.26,75,415,271.1,0,13908,2,1258.2967999999998,5.533333333333333
2020,11,3,2,11189,11741,52954.03,60,344,577.35,1,9533,4,882.5671666666666,5.733333333333333
2020,11,1,4,9563,10725,87560.47,100,563,807.6,0,3739,4,875.6047,5.63
2024,4,2,3,10425,11691,108738.51,120,714,1116.52,1,9110,2,906.1542499999999,5.95
2021,3,2,1,7304,7847,79478.32,75,427,467.82,0,5776,1,1059.7109333333335,5.693333333333333
2023,6,2,4,6457,6467,66962.8,82,478,462.97,0,5773,2,816.619512195122,5.829268292682927
2021,5,1,0,4349,4579,94954.67,82,461,300.73,0,4311,2,1157.9837804878048,5.621951219512195
2021,12,3,4,9243,9841,53775.28,100,575,797.21,1,9056,4,537.7528,5.75
2020,8,0,0,9144,10132,114279.95,82,467,640.54,2,5295,3,1393.6579268292683,5.695121951219512
2025,9,2,2,7781,8045,81911.78,75,448,522.88,1,13205,3,1092.1570666666667,5.973333333333334
2025,10,0,4,3475,3792,98144.11,75,430,224.14,0,13516,4,1308.5881333333334,5.733333333333333
2021,11,3,4,8184,8928,92298.17,82,484,594.16,0,8100,4,1125.5874390243903,5.902439024390244
2019,5,0,1,10109,10873,72596.69,82,461,699.04,2,8567,2,885.3254878048781,5.621951219512195
2018,4,2,2,15421,17636,89602.15,120,690,1596.07,0,4020,2,746.6845833333333,5.75
2021,8,2,3,10813,11769,81493.89,60,355,575.79,0,14482,3,1358.2315,5.916666666666667
2022,7,2,0,1519,1626,116811.34,60,333,75.87,0,14355,3,1946.8556666666666,5.55
2022,3,3,3,10773,10838,72050.58,75,434,701.32,0,14407,1,960.6744,5.786666666666667
2019,12,3,4,8103,9221,95517.85,60,332,403.53,1,14374,4,1591.9641666666669,5.533333333333333
2019,5,2,0,10704,11117,59496.3,100,563,903.95,1,7620,2,594.9630000000001,5.63
2017,4,3,2,12976,14909,53143.79,60,352,685.13,0,7460,2,885.7298333333333,5.866666666666666
2021,12,2,4,8528,9359,73030.4,120,683,873.69,2,6145,4,608.5866666666666,5.691666666666666
2025,8,3,4,11732,11828,62362.96,82,473,832.39,2,8772,3,760.5239024390244,5.7682926829268295
2022,4,2,3,9731,9758,57037.13,60,344,502.12,2,11279,2,950.6188333333333,5.733333333333333
2023,1,3,4,8479,8785,61769.88,75,448,569.79,1,10410,1,823.5984,5.973333333333334
2015,5,2,2,11967,13068,79277.01,100,596,1069.85,0,13392,2,792.7701,5.96
2019,4,3,2,17426,19342,119679.51,120,677,1769.61,0,9458,2,997.32925,5.641666666666667
2017,5,3,4,13550,15031,110318.36,120,676,1373.97,0,12684,2,919.3196666666666,5.633333333333334
2018,8,3,4,14778,16688,90398.2,82,487,1079.53,2,10163,3,1102.4170731707318,5.939024390243903
2021,3,3,0,10254,11098,65352.43,120,685,1053.6,1,10827,1,544.6035833333333,5.708333333333333
2022,11,3,1,8720,9064,64690.53,75,434,567.67,0,4067,4,862.5404,5.786666666666667
2019,4,2,4,4063,4144,116731.5,120,664,404.67,2,5389,2,972.7625,5.533333333333333
2015,11,1,1,9802,10703,61692.38,100,599,880.71,0,5780,4,616.9238,5.99
2016,8,0,3,7416,7599,73115.05,100,587,652.98,0,9232,3,731.1505000000001,5.87
2018,8,0,2,19214,21124,97534.66,60,357,1028.91,2,14963,3,1625.5776666666668,5.95
2016,8,2,3,6992,7205,86633.07,75,423,443.64,0,12514,3,1155.1076,5.64
2025,7,2,3,12850,13463,93479.34,82,457,880.87,2,13151,3,1139.9919512195122,5.573170731707317
2019,4,1,4,14301,14600,89844.45,120,712,1527.35,1,9997,2,748.70375,5.933333333333334
2021,3,1,2,8512,9440,50050.18,120,716,914.19,1,4974,1,417.08483333333334,5.966666666666667
2019,1,3,2,10197,10593,53697.87,82,480,734.18,0,4455,1,654.8520731707317,5.853658536585366
2021,7,0,2,14261,14799,118672.06,120,696,1488.85,2,12522,3,988.9338333333333,5.8
2022,11,2,2,6579,7084,97089.95,120,683,674.02,1,6015,4,809.0829166666666,5.691666666666666
2023,12,1,1,8304,8654,92296.77,100,590,734.9,0,12136,4,922.9677,5.9
2018,5,3,0,9784,10643,87896.21,60,332,487.24,1,3684,2,1464.9368333333334,5.533333333333333
2022,4,0,1,17279,19696,55325.93,60,345,894.19,2,11243,2,922.0988333333333,5.75
2025,3,0,0,8756,9316,115763.66,60,342,449.18,0,7300,1,1929.3943333333334,5.7
2017,2,3,3,10354,10816,57375.54,82,483,750.15,1,10729,1,699.7017073170732,5.890243902439025
2018,3,2,0,5287,5627,69314.59,120,706,559.89,2,5715,1,577.6215833333333,5.883333333333334
2022,10,3,4,15752,16614,77495.0,100,584,1379.88,2,14254,4,774.95,5.84
2015,11,3,2,10329,11783,105914.83,82,491,760.73,1,7208,4,1291.644268292683,5.987804878048781
2024,2,3,3,11602,11971,110031.14,75,414,720.48,2,5585,1,1467.0818666666667,5.52
2023,9,1,4,10273,10978,89853.46,75,438,674.94,1,10106,3,1198.0461333333335,5.84
2024,6,2,4,2967,3030,50262.16,75,432,192.26,1,4285,2,670.1621333333334,5.76
2022,6,2,1,5746,6002,70744.37,120,703,605.92,0,5757,2,589.5364166666666,5.858333333333333
2016,7,2,4,6006,6682,95986.86,60,358,322.52,1,3827,3,1599.781,5.966666666666667
2024,9,2,1,14814,16837,69179.34,100,575,1277.71,2,14504,3,691.7934,5.75
2016,9,2,4,11327,11802,110083.92,75,423,718.7,0,13929,3,1467.7856,5.64
2022,1,2,4,4543,4659,96732.12,75,435,296.43,2,10722,1,1289.7616,5.8
2016,8,0,1,13615,13742,85875.19,100,590,1204.93,0,8510,3,858.7519,5.9
2021,5,3,3,8612,8882,81873.01,75,446,576.14,0,4253,2,1091.6401333333333,5.946666666666666
2019,11,3,3,15709,16507,89461.6,82,459,1081.56,0,11903,4,1090.9951219512195,5.597560975609756
2021,3,2,2,7004,7128,50954.79,120,678,712.31,0,11375,1,424.62325,5.65
2023,6,1,3,14659,15639,89537.28,100,573,1259.94,1,3575,2,895.3728,5.73
2019,10,0,3,6022,6408,61260.22,100,585,528.43,1,12106,4,612.6022,5.85
2020,9,1,3,6776,6874,83323.97,100,599,608.82,1,12245,3,833.2397,5.99
2015,4,3,0,8239,8701,93810.19,82,471,582.09,0,13277,2,1144.0267073170733,5.7439024390243905
2023,8,3,3,8590,9691,82995.77,82,486,626.21,0,6498,3,1012.143536585366,5.926829268292683
2019,12,3,2,7274,7421,60194.01,120,701,764.86,2,10713,4,501.61675,5.841666666666667
2017,1,0,3,10838,11231,99976.68,120,709,1152.62,2,12647,1,833.1389999999999,5.908333333333333
2016,7,2,0,11207,11302,69753.1,60,337,566.51,2,5963,3,1162.5516666666667,5.616666666666666
2024,4,2,2,2533,2535,52994.83,120,674,256.09,1,4371,2,441.62358333333333,5.616666666666666
2018,3,3,4,11880,12049,81504.1,60,340,605.88,1,13448,1,1358.4016666666669,5.666666666666667
2024,6,3,0,9127,10395,92231.55,100,560,766.67,0,14035,2,922.3155,5.6
2018,4,0,1,7151,7932,72647.13,100,583,625.35,1,9678,2,726.4713,5.83
2019,6,2,1,14598,14636,53430.33,100,578,1265.65,2,12833,2,534.3033,5.78
2018,8,2,4,6662,7067,68841.31,60,335,334.77,2,12400,3,1147.3551666666667,5.583333333333333
2016,5,2,3,17304,18501,94604.1,60,349,905.86,2,13741,2,1576.7350000000001,5.816666666666666
2024,10,3,4,8801,9671,72650.43,75,425,561.06,2,10943,4,968.6723999999999,5.666666666666667
2019,3,2,1,10442,10571,60816.46,60,343,537.24,0,9125,1,1013.6076666666667,5.716666666666667
2020,4,2,2,4948,5450,106224.85,120,693,514.34,0,11890,2,885.2070833333333,5.775
2016,11,2,2,14506,16442,74211.42,75,418,909.53,1,3305,4,989.4856,5.573333333333333
2018,5,2,2,3250,3571,80942.34,100,582,283.72,2,3737,2,809.4234,5.82
2024,8,2,3,11996,13445,61313.12,75,423,761.15,1,11154,3,817.5082666666667,5.64
2019,2,2,2,10927,11572,92574.8,82,469,768.71,1,11908,1,1128.9609756097561,5.719512195121951
2023,4,3,1,6794,7068,91341.28,75,435,443.31,1,4847,2,1217.8837333333333,5.8
2015,11,3,1,14261,15902,78135.16,100,573,1225.73,0,10530,4,781.3516000000001,5.73
2015,9,3,1,5573,5629,102497.23,120,672,561.76,2,13776,3,854.1435833333333,5.6
2021,7,2,0,15021,16617,65039.82,82,452,1018.42,2,5413,3,793.1685365853658,5.512195121951219
2025,3,1,0,18467,19834,111179.86,82,487,1349.01,0,3131,1,1355.851951219512,5.939024390243903
2017,12,3,3,7720,8424,69673.48,82,458,530.36,1,7557,4,849.6765853658536,5.585365853658536
2021,4,3,2,5351,5870,53133.79,120,663,532.16,1,8486,2,442.78158333333334,5.525
2019,9,1,0,10142,10308,117608.57,75,419,637.42,0,10776,3,1568.1142666666667,5.586666666666667
2019,4,3,1,8072,8717,78395.17,100,558,675.63,2,14729,2,783.9517,5.58
2021,8,1,2,14448,16151,82371.98,100,597,1293.82,0,8836,3,823.7198,5.97
2023,2,2,2,14650,15685,77856.71,60,339,744.95,2,8416,1,1297.6118333333334,5.65
2024,5,0,4,12999,13611,118146.86,100,564,1099.72,0,13671,2,1181.4686,5.64
2015,2,0,0,13254,14878,88864.06,75,432,858.86,0,5902,1,1184.8541333333333,5.76
2018,3,2,2,11749,13122,51134.03,120,709,1249.51,2,3481,1,426.11691666666667,5.908333333333333
2025,8,2,1,13723,14813,109040.83,82,460,946.89,2,8309,3,1329.7662195121952,5.609756097560975
2021,2,2,4,9542,10420,56140.23,82,467,668.42,0,11559,1,684.6369512195122,5.695121951219512
2020,10,0,2,9818,10354,94757.05,60,333,490.41,1,8163,4,1579.2841666666668,5.55
2023,11,2,0,6610,7068,69560.97,82,460,456.09,0,13491,4,848.304512195122,5.609756097560975
2020,9,3,4,5968,6210,107593.22,60,345,308.84,1,8541,3,1793.2203333333334,5.75
2023,7,3,1,1351,1504,92735.92,82,465,94.23,0,5519,3,1130.9258536585367,5.670731707317073
2016,1,3,1,304,339,52773.32,82,470,21.43,1,4259,1,643.5770731707318,5.7317073170731705
2023,8,3,1,14715,15833,117648.65,60,347,765.92,1,13679,3,1960.8108333333332,5.783333333333333
2024,11,3,4,10821,11949,71587.62,60,356,577.84,1,12380,4,1193.127,5.933333333333334
2017,7,3,2,14291,14867,75791.42,120,713,1528.42,2,10997,3,631.5951666666666,5.941666666666666
